Plot BID,PWS TYPE,SEASON,FIELD,SET,ABSR,ABSC,Entry#,COMMENT,IsDeactivated,DeactivationReason,FieldDataSource,PlotNumber,CUSR,DISTANCE,HDIR,HDT,HID,HSIDE,HWT_lbs,Latitude,Longitude,MST,TWT
P00000000879556143334715,YT,2019:10,NEMH:WMH1,NWB_14E121,9,48,19,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:56:10 PM,US-BR-CO-R2-G-1798,1,6.559,Unavailable,Unavailable,14.790,59.121
P00000000879556143334716,YT,2019:10,NEMH:WMH1,NWB_14E121,12,50,20,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:55 PM,US-BR-CO-R2-G-1798,1,6.989,Unavailable,Unavailable,16.190,59.277
P00000000879556143334717,YT,2019:10,NEMH:WMH1,NWB_14E121,8,47,21,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:56:40 PM,US-BR-CO-R2-G-1798,2,7.165,Unavailable,Unavailable,17.130,61.452
P00000000879556143334718,YT,2019:10,NEMH:WMH1,NWB_14E121,12,47,22,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:54:43 PM,US-BR-CO-R2-G-1798,2,6.548,Unavailable,Unavailable,16.760,59.121
P00000000879556143334719,YT,2019:10,NEMH:WMH1,NWB_14E121,12,49,23,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:55 PM,US-BR-CO-R2-G-1798,2,6.790,Unavailable,Unavailable,18.650,59.820
P00000000879556143334720,YT,2019:10,NEMH:WMH1,NWB_14E121,11,46,24,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:29:29 PM,US-BR-CO-R2-G-1798,2,7.110,Unavailable,Unavailable,17.930,59.820
P00000000879556143334721,YT,2019:10,NEMH:WMH1,NWB_14E121,11,47,25,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:55:12 PM,US-BR-CO-R2-G-1798,2,7.650,Unavailable,Unavailable,16.910,60.209
P00000000879556143334722,YT,2019:10,NEMH:WMH1,NWB_14E121,11,43,26,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:53:35 PM,US-BR-CO-R2-G-1798,1,7.341,Unavailable,Unavailable,16.110,58.111
P00000000879556143334723,YT,2019:10,NEMH:WMH1,NWB_14E121,9,47,27,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:56:10 PM,US-BR-CO-R2-G-1798,2,6.834,Unavailable,Unavailable,17.360,60.442
P00000000879556143334724,YT,2019:10,NEMH:WMH1,NWB_14E121,10,51,28,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:44:35 PM,US-BR-CO-R2-G-1798,2,8.422,Unavailable,Unavailable,15.600,58.966
P00000000879556143334725,YT,2019:10,NEMH:WMH1,NWB_14E121,8,49,29,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:21:47 PM,US-BR-CO-R2-G-1798,2,8.311,Unavailable,Unavailable,16.790,59.354
P00000000879556143334726,YT,2019:10,NEMH:WMH1,NWB_14E121,8,43,30,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:52:04 PM,US-BR-CO-R2-G-1798,1,8.499,Unavailable,Unavailable,14.680,57.490
P00000000879556143334727,YT,2019:10,NEMH:WMH1,NWB_14E121,8,48,31,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:56:40 PM,US-BR-CO-R2-G-1798,1,7.408,Unavailable,Unavailable,16.550,60.287
P00000000879556143334728,YT,2019:10,NEMH:WMH1,NWB_14E121,12,41,32,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:17:47 PM,US-BR-CO-R2-G-1798,1,5.964,Unavailable,Unavailable,10.080,51.430
P00000000879556143334729,YT,2019:10,NEMH:WMH1,NWB_14E121,10,52,33,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:44:35 PM,US-BR-CO-R2-G-1798,1,6.735,Unavailable,Unavailable,8.810,52.207
P00000000879556143334730,YT,2019:10,NEMH:WMH1,NWB_14E121,12,51,34,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:43:36 PM,US-BR-CO-R2-G-1798,2,7.077,Unavailable,Unavailable,16.610,59.354
P00000000879556143334731,YT,2019:10,NEMH:WMH1,NWB_14E121,10,44,35,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:53:07 PM,US-BR-CO-R2-G-1798,2,7.176,Unavailable,Unavailable,16.710,55.159
P00000000879556143334732,YT,2019:10,NEMH:WMH1,NWB_14E121,8,45,36,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:28:05 PM,US-BR-CO-R2-G-1798,1,8.609,Unavailable,Unavailable,16.420,59.121
P00000000879556143334733,YT,2019:10,NEMH:WMH1,NWB_14E121,11,48,37,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:55:12 PM,US-BR-CO-R2-G-1798,1,7.319,Unavailable,Unavailable,9.200,50.731
P00000000879556143334734,YT,2019:10,NEMH:WMH1,NWB_14E121,8,50,38,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:21:47 PM,US-BR-CO-R2-G-1798,1,7.474,Unavailable,Unavailable,13.240,55.392
P00000000879556143334735,YT,2019:10,NEMH:WMH1,NWB_14E121,10,48,39,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:55:41 PM,US-BR-CO-R2-G-1798,1,8.333,Unavailable,Unavailable,12.020,53.217
P00000000879556143334736,YT,2019:10,NEMH:WMH1,NWB_14E121,9,49,40,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:21:20 PM,US-BR-CO-R2-G-1798,2,7.308,Unavailable,Unavailable,19.120,60.053
P00000000879556143334737,YT,2019:10,NEMH:WMH1,NWB_14E121,11,51,41,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:44:04 PM,US-BR-CO-R2-G-1798,2,6.945,Unavailable,Unavailable,18.220,58.267
P00000000879556143334738,YT,2019:10,NEMH:WMH1,NWB_14E121,9,41,42,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:16:22 PM,US-BR-CO-R2-G-1798,1,7.088,Unavailable,Unavailable,12.650,54.305
P00000000879556143334739,YT,2019:10,NEMH:WMH1,NWB_14E121,12,44,43,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:54:05 PM,US-BR-CO-R2-G-1798,2,7.650,Unavailable,Unavailable,17.500,60.830
P00000000879556143334740,YT,2019:10,NEMH:WMH1,NWB_14E121,11,44,44,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:53:35 PM,US-BR-CO-R2-G-1798,2,7.088,Unavailable,Unavailable,16.400,59.665
P00000000879556143334741,YT,2019:10,NEMH:WMH1,NWB_14E121,11,45,45,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:29:29 PM,US-BR-CO-R2-G-1798,1,7.231,Unavailable,Unavailable,14.810,58.422
P00000000879556143334742,YT,2019:10,NEMH:WMH1,NWB_14E121,10,45,46,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:29:01 PM,US-BR-CO-R2-G-1798,1,7.694,Unavailable,Unavailable,12.030,54.227
P00000000879556143334743,YT,2019:10,NEMH:WMH1,NWB_14E121,9,42,47,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:16:22 PM,US-BR-CO-R2-G-1798,2,7.705,Unavailable,Unavailable,18.280,59.820
P00000000879556143334744,YT,2019:10,NEMH:WMH1,NWB_14E121,10,43,48,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:53:07 PM,US-BR-CO-R2-G-1798,1,7.771,Unavailable,Unavailable,12.760,51.974
P00000000879556143334745,YT,2019:10,NEMH:WMH1,NWB_14E121,9,52,49,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:45:03 PM,US-BR-CO-R2-G-1798,1,6.845,Unavailable,Unavailable,18.040,54.538
P00000000879556143334746,YT,2019:10,NEMH:WMH1,NWB_14E121,12,52,50,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:43:36 PM,US-BR-CO-R2-G-1798,1,6.382,Unavailable,Unavailable,12.600,55.314
P00000000879556143334747,YT,2019:10,NEMH:WMH1,NWB_14E121,8,52,51,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:45:34 PM,US-BR-CO-R2-G-1798,1,6.349,Unavailable,Unavailable,11.750,53.838
P00000000879556143334748,YT,2019:10,NEMH:WMH1,NWB_14E121,11,50,52,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:20:23 PM,US-BR-CO-R2-G-1798,1,7.077,Unavailable,Unavailable,15.800,55.159
P00000000879556143334749,YT,2019:10,NEMH:WMH1,NWB_14E121,10,47,53,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:55:41 PM,US-BR-CO-R2-G-1798,2,6.911,Unavailable,Unavailable,15.710,55.392
P00000000879556143334750,YT,2019:10,NEMH:WMH1,NWB_14E121,10,49,54,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:20:51 PM,US-BR-CO-R2-G-1798,2,6.989,Unavailable,Unavailable,17.380,56.791
P00000000879556143334751,YT,2019:10,NEMH:WMH1,NWB_14E121,9,51,55,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:45:03 PM,US-BR-CO-R2-G-1798,2,7.033,Unavailable,Unavailable,16.710,54.848
P00000000879556143334752,YT,2019:10,NEMH:WMH1,NWB_14E121,9,46,56,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:28:34 PM,US-BR-CO-R2-G-1798,2,7.143,Unavailable,Unavailable,16.770,57.878
P00000000879556143334753,YT,2019:10,NEMH:WMH1,NWB_14E121,11,41,57,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:17:21 PM,US-BR-CO-R2-G-1798,1,5.986,Unavailable,Unavailable,6.740,47.079
P00000000879556143334754,YT,2019:10,NEMH:WMH1,NWB_14E121,12,46,58,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:29:56 PM,US-BR-CO-R2-G-1798,2,7.374,Unavailable,Unavailable,16.420,57.567
P00000000879556143334755,YT,2019:10,NEMH:WMH1,NWB_14E121,10,41,59,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:16:52 PM,US-BR-CO-R2-G-1798,1,7.981,Unavailable,Unavailable,10.900,47.468
P00000000879556143334756,YT,2019:10,NEMH:WMH1,NWB_14E121,12,42,60,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:17:47 PM,US-BR-CO-R2-G-1798,2,6.867,Unavailable,Unavailable,17.590,56.713
P00000000879556143334879,YT,2019:10,NEMH:WMH1,NWB_14E122,15,42,1,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:19:13 PM,US-BR-CO-R2-G-1798,2,6.305,Unavailable,Unavailable,17.810,54.771
P00000000879556143334880,YT,2019:10,NEMH:WMH1,NWB_14E122,16,44,2,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:56:05 PM,US-BR-CO-R2-G-1798,2,6.041,Unavailable,Unavailable,14.900,57.179
P00000000879556143334881,YT,2019:10,NEMH:WMH1,NWB_14E122,14,51,3,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:42:39 PM,US-BR-CO-R2-G-1798,2,7.044,Unavailable,Unavailable,15.880,56.091
P00000000879556143334882,YT,2019:10,NEMH:WMH1,NWB_14E122,17,52,4,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:41:14 PM,US-BR-CO-R2-G-1798,1,6.625,Unavailable,Unavailable,16.070,55.548
P00000000879556143334883,YT,2019:10,NEMH:WMH1,NWB_14E122,14,47,5,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:53:48 PM,US-BR-CO-R2-G-1798,2,5.104,Unavailable,Unavailable,15.290,54.460
P00000000879556143334884,YT,2019:10,NEMH:WMH1,NWB_14E122,16,51,6,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:41:43 PM,US-BR-CO-R2-G-1798,2,7.187,Unavailable,Unavailable,17.840,60.364
P00000000879556143334885,YT,2019:10,NEMH:WMH1,NWB_14E122,17,42,7,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:20:11 PM,US-BR-CO-R2-G-1798,2,5.787,Unavailable,Unavailable,17.190,55.314
P00000000879556143334886,YT,2019:10,NEMH:WMH1,NWB_14E122,16,45,8,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:31:58 PM,US-BR-CO-R2-G-1798,1,7.165,Unavailable,Unavailable,14.650,54.538
P00000000879556143334887,YT,2019:10,NEMH:WMH1,NWB_14E122,17,50,9,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:17:34 PM,US-BR-CO-R2-G-1798,1,6.680,Unavailable,Unavailable,17.270,59.743
P00000000879556143334888,YT,2019:10,NEMH:WMH1,NWB_14E122,15,52,10,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:42:11 PM,US-BR-CO-R2-G-1798,1,6.371,Unavailable,Unavailable,14.100,52.906
P00000000879556143334889,YT,2019:10,NEMH:WMH1,NWB_14E122,15,41,11,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:19:13 PM,US-BR-CO-R2-G-1798,1,5.732,Unavailable,Unavailable,8.550,49.954
P00000000879556143334890,YT,2019:10,NEMH:WMH1,NWB_14E122,17,43,12,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:56:34 PM,US-BR-CO-R2-G-1798,1,6.151,Unavailable,Unavailable,15.860,58.500
P00000000879556143334891,YT,2019:10,NEMH:WMH1,NWB_14E122,15,46,13,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:31:30 PM,US-BR-CO-R2-G-1798,2,6.239,Unavailable,Unavailable,17.600,60.520
P00000000879556143334892,YT,2019:10,NEMH:WMH1,NWB_14E122,14,48,14,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:53:48 PM,US-BR-CO-R2-G-1798,1,7.408,Unavailable,Unavailable,14.970,60.753
P00000000879556143334893,YT,2019:10,NEMH:WMH1,NWB_14E122,14,43,15,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:55:05 PM,US-BR-CO-R2-G-1798,1,6.570,Unavailable,Unavailable,7.370,48.322
P00000000879556143334894,YT,2019:10,NEMH:WMH1,NWB_14E122,13,41,16,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:18:16 PM,US-BR-CO-R2-G-1798,1,5.666,Unavailable,Unavailable,11.770,52.052
P00000000879556143334895,YT,2019:10,NEMH:WMH1,NWB_14E122,13,46,17,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:30:26 PM,US-BR-CO-R2-G-1798,2,6.250,Unavailable,Unavailable,16.540,55.703
P00000000879556143334896,YT,2019:10,NEMH:WMH1,NWB_14E122,16,52,18,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:41:43 PM,US-BR-CO-R2-G-1798,1,5.919,Unavailable,Unavailable,13.670,50.575
P00000000879556143334897,YT,2019:10,NEMH:WMH1,NWB_14E122,13,52,19,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:43:09 PM,US-BR-CO-R2-G-1798,1,4.938,Unavailable,Unavailable,20.070,52.984
P00000000879556143334898,YT,2019:10,NEMH:WMH1,NWB_14E122,17,41,20,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:20:11 PM,US-BR-CO-R2-G-1798,1,5.313,Unavailable,Unavailable,5.350,45.137
P00000000879556143334899,YT,2019:10,NEMH:WMH1,NWB_14E122,15,49,21,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:18:32 PM,US-BR-CO-R2-G-1798,2,6.261,Unavailable,Unavailable,17.000,58.966
P00000000879556143334900,YT,2019:10,NEMH:WMH1,NWB_14E122,17,45,22,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:32:27 PM,US-BR-CO-R2-G-1798,1,5.975,Unavailable,Unavailable,18.150,59.743
P00000000879556143334901,YT,2019:10,NEMH:WMH1,NWB_14E122,15,47,23,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:53:20 PM,US-BR-CO-R2-G-1798,2,3.847,Unavailable,Unavailable,16.250,57.567
P00000000879556143334902,YT,2019:10,NEMH:WMH1,NWB_14E122,14,50,24,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:01 PM,US-BR-CO-R2-G-1798,1,6.228,Unavailable,Unavailable,11.270,43.350
P00000000879556143334903,YT,2019:10,NEMH:WMH1,NWB_14E122,17,44,25,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:56:34 PM,US-BR-CO-R2-G-1798,2,7.716,Unavailable,Unavailable,18.470,61.063
P00000000879556143334904,YT,2019:10,NEMH:WMH1,NWB_14E122,13,45,26,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:30:26 PM,US-BR-CO-R2-G-1798,1,7.650,Unavailable,Unavailable,16.060,59.743
P00000000879556143334905,YT,2019:10,NEMH:WMH1,NWB_14E122,13,43,27,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:54:36 PM,US-BR-CO-R2-G-1798,1,6.790,Unavailable,Unavailable,12.550,57.645
P00000000879556143334906,YT,2019:10,NEMH:WMH1,NWB_14E122,13,48,28,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:54:15 PM,US-BR-CO-R2-G-1798,1,6.515,Unavailable,Unavailable,15.860,57.878
P00000000879556143334907,YT,2019:10,NEMH:WMH1,NWB_14E122,15,51,29,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:42:11 PM,US-BR-CO-R2-G-1798,2,5.423,Unavailable,Unavailable,19.020,57.878
P00000000879556143334908,YT,2019:10,NEMH:WMH1,NWB_14E122,14,44,30,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:55:05 PM,US-BR-CO-R2-G-1798,2,6.504,Unavailable,Unavailable,14.940,54.382
P00000000879556143334909,YT,2019:10,NEMH:WMH1,NWB_14E122,16,48,31,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:52:52 PM,US-BR-CO-R2-G-1798,1,6.691,Unavailable,Unavailable,11.410,55.858
P00000000879556143334910,YT,2019:10,NEMH:WMH1,NWB_14E122,14,41,32,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:18:43 PM,US-BR-CO-R2-G-1798,1,5.600,Unavailable,Unavailable,4.590,42.651
P00000000879556143334911,YT,2019:10,NEMH:WMH1,NWB_14E122,16,41,33,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:19:39 PM,US-BR-CO-R2-G-1798,1,4.729,Unavailable,Unavailable,3.870,36.747
P00000000879556143334912,YT,2019:10,NEMH:WMH1,NWB_14E122,15,48,34,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:53:20 PM,US-BR-CO-R2-G-1798,1,6.404,Unavailable,Unavailable,12.630,55.004
P00000000879556143334913,YT,2019:10,NEMH:WMH1,NWB_14E122,16,42,35,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:19:39 PM,US-BR-CO-R2-G-1798,2,6.294,Unavailable,Unavailable,7.030,45.914
P00000000879556143334914,YT,2019:10,NEMH:WMH1,NWB_14E122,14,42,36,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:18:43 PM,US-BR-CO-R2-G-1798,2,6.934,Unavailable,Unavailable,7.650,47.313
P00000000879556143334915,YT,2019:10,NEMH:WMH1,NWB_14E122,17,46,37,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:32:27 PM,US-BR-CO-R2-G-1798,2,7.044,Unavailable,Unavailable,19.960,57.645
P00000000879556143334916,YT,2019:10,NEMH:WMH1,NWB_14E122,17,47,38,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:52:25 PM,US-BR-CO-R2-G-1798,2,6.393,Unavailable,Unavailable,20.120,53.761
P00000000879556143334917,YT,2019:10,NEMH:WMH1,NWB_14E122,15,44,39,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:55:36 PM,US-BR-CO-R2-G-1798,2,6.118,Unavailable,Unavailable,18.210,54.538
P00000000879556143334918,YT,2019:10,NEMH:WMH1,NWB_14E122,16,46,40,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:31:58 PM,US-BR-CO-R2-G-1798,2,6.680,Unavailable,Unavailable,17.060,58.500
P00000000879556143334919,YT,2019:10,NEMH:WMH1,NWB_14E122,17,51,41,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:41:14 PM,US-BR-CO-R2-G-1798,2,6.349,Unavailable,Unavailable,16.810,55.314
P00000000879556143334920,YT,2019:10,NEMH:WMH1,NWB_14E122,16,49,42,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:18:04 PM,US-BR-CO-R2-G-1798,2,7.474,Unavailable,Unavailable,18.480,59.820
P00000000879556143334921,YT,2019:10,NEMH:WMH1,NWB_14E122,13,44,43,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:54:36 PM,US-BR-CO-R2-G-1798,2,7.264,Unavailable,Unavailable,17.110,58.267
P00000000879556143334922,YT,2019:10,NEMH:WMH1,NWB_14E122,14,52,44,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:42:39 PM,US-BR-CO-R2-G-1798,1,7.793,Unavailable,Unavailable,12.750,55.159
P00000000879556143334923,YT,2019:10,NEMH:WMH1,NWB_14E122,14,46,45,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:30:59 PM,US-BR-CO-R2-G-1798,2,6.107,Unavailable,Unavailable,19.150,50.886
P00000000879556143334924,YT,2019:10,NEMH:WMH1,NWB_14E122,14,49,46,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:01 PM,US-BR-CO-R2-G-1798,2,6.085,Unavailable,Unavailable,18.870,48.089
P00000000879556143334925,YT,2019:10,NEMH:WMH1,NWB_14E122,13,51,47,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 12:43:09 PM,US-BR-CO-R2-G-1798,2,7.760,Unavailable,Unavailable,18.970,53.528
P00000000879556143334926,YT,2019:10,NEMH:WMH1,NWB_14E122,13,42,48,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:18:16 PM,US-BR-CO-R2-G-1798,2,7.286,Unavailable,Unavailable,17.810,56.946
P00000000879556143334927,YT,2019:10,NEMH:WMH1,NWB_14E122,13,50,49,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:27 PM,US-BR-CO-R2-G-1798,1,7.209,Unavailable,Unavailable,14.570,56.946
P00000000879556143334928,YT,2019:10,NEMH:WMH1,NWB_14E122,16,43,50,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:56:05 PM,US-BR-CO-R2-G-1798,1,6.658,Unavailable,Unavailable,14.140,56.402
P00000000879556143334929,YT,2019:10,NEMH:WMH1,NWB_14E122,17,48,51,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:52:25 PM,US-BR-CO-R2-G-1798,1,7.000,Unavailable,Unavailable,14.530,58.888
P00000000879556143334930,YT,2019:10,NEMH:WMH1,NWB_14E122,15,50,52,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:18:32 PM,US-BR-CO-R2-G-1798,1,6.526,Unavailable,Unavailable,16.520,57.956
P00000000879556143334931,YT,2019:10,NEMH:WMH1,NWB_14E122,13,49,53,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:19:27 PM,US-BR-CO-R2-G-1798,2,6.923,Unavailable,Unavailable,16.390,57.801
P00000000879556143334932,YT,2019:10,NEMH:WMH1,NWB_14E122,15,45,54,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:31:30 PM,US-BR-CO-R2-G-1798,1,6.978,Unavailable,Unavailable,11.540,53.295
P00000000879556143334933,YT,2019:10,NEMH:WMH1,NWB_14E122,16,50,55,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:18:04 PM,US-BR-CO-R2-G-1798,1,6.889,Unavailable,Unavailable,12.850,55.004
P00000000879556143334934,YT,2019:10,NEMH:WMH1,NWB_14E122,16,47,56,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:52:52 PM,US-BR-CO-R2-G-1798,2,7.385,Unavailable,Unavailable,16.540,59.510
P00000000879556143334935,YT,2019:10,NEMH:WMH1,NWB_14E122,13,47,57,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:54:15 PM,US-BR-CO-R2-G-1798,2,7.055,Unavailable,Unavailable,16.800,56.480
P00000000879556143334936,YT,2019:10,NEMH:WMH1,NWB_14E122,15,43,58,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:55:36 PM,US-BR-CO-R2-G-1798,1,6.757,Unavailable,Unavailable,12.230,53.838
P00000000879556143334937,YT,2019:10,NEMH:WMH1,NWB_14E122,17,49,59,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:17:34 PM,US-BR-CO-R2-G-1798,2,7.330,Unavailable,Unavailable,16.980,55.392
P00000000879556143334938,YT,2019:10,NEMH:WMH1,NWB_14E122,14,45,60,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 1:30:59 PM,US-BR-CO-R2-G-1798,1,7.374,Unavailable,Unavailable,12.740,55.081
P00000000879556143335061,YT,2019:10,NEMH:WMH1,NWB_14E120,7,49,1,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:22:23 PM,US-BR-CO-R2-G-1798,2,7.749,Unavailable,Unavailable,17.010,60.675
P00000000879556143335062,YT,2019:10,NEMH:WMH1,NWB_14E120,7,41,2,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:15:17 PM,US-BR-CO-R2-G-1798,1,8.609,Unavailable,Unavailable,13.550,54.538
P00000000879556143335063,YT,2019:10,NEMH:WMH1,NWB_14E120,3,41,3,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:12:26 PM,US-BR-CO-R2-G-1798,1,6.118,Unavailable,Unavailable,6.210,47.313
P00000000879556143335064,YT,2019:10,NEMH:WMH1,NWB_14E120,4,41,4,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:13:41 PM,US-BR-CO-R2-G-1798,1,7.727,Unavailable,Unavailable,16.930,55.936
P00000000879556143335065,YT,2019:10,NEMH:WMH1,NWB_14E120,3,43,5,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:48:28 PM,US-BR-CO-R2-G-1798,1,7.926,Unavailable,Unavailable,11.830,54.771
P00000000879556143335066,YT,2019:10,NEMH:WMH1,NWB_14E120,6,49,6,,F,,SCAN MASTER,,KSTRA9,0.00,D,7/21/2020 1:22:51 PM,US-BR-CO-R2-G-1798,2,6.460,Unavailable,Unavailable,16.620,55.470
P00000000879556143335067,YT,2019:10,NEMH:WMH1,NWB_14E120,7,42,7,,F,,SCAN MASTER,,KSTRA9,0.00,U,7/21/2020 12:15:17 PM,US-BR-CO-R2-G-1798,2,6.691,Unavailable,Unavailable,18.200,58.344
